Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51.0,Yes,Travel_Frequently,Research & Development,8.0,Master,Life Sciences,Low,Male,Low,Assistant Manager,Manufacturing Director,Very High,Single,10650,25150,2,No,15,Excellent,Very High,0,18,2,Better,4,2,0,3
38.0,No,Travel_Frequently,Research & Development,12.0,Bachelor,Life Sciences,Low,Male,Medium,Officer,Healthcare Representative,Low,Divorced,6288,4284,2,No,15,Excellent,High,1,13,3,Good,4,3,1,2
27.0,No,Travel_Rarely,Sales,23.0,Below College,Medical,Medium,Female,Medium,Officer,Sales Representative,High,Married,3540,7018,1,No,21,Outstanding,Very High,1,9,5,Better,9,8,5,8
53.0,No,Travel_Rarely,Research & Development,23.0,Master,Life Sciences,Very High,Female,High,Manager,Research Director,Very High,Single,14275,20206,6,No,18,Excellent,High,0,33,0,Better,12,9,3,8
30.0,No,Travel_Rarely,Sales,16.0,Below College,Life Sciences,Very High,Male,High,Officer,Sales Executive,High,Married,5301,2939,8,No,15,Excellent,High,2,4,2,Good,2,1,2,2
30.0,Yes,Travel_Rarely,Sales,9.0,Bachelor,Medical,Medium,Male,High,Staff,Sales Representative,Very High,Single,1081,16019,1,No,13,Excellent,High,0,1,3,Good,1,0,0,0
30.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,Very High,Male,Low,Staff,Laboratory Technician,High,Married,3833,24375,3,No,21,Outstanding,High,2,7,2,Better,2,2,0,2
58.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,Very High,Female,High,Senior Manager,Research Director,Low,Married,19701,22456,3,Yes,21,Outstanding,High,1,32,3,Better,9,8,1,5
34.0,No,Travel_Rarely,Sales,1.0,Master,Marketing,Medium,Male,Very High,Officer,Sales Executive,Very High,Divorced,9725,12278,0,No,11,Excellent,Very High,1,16,2,Good,15,1,0,9
37.0,No,Travel_Frequently,Research & Development,6.0,Bachelor,Other,High,Male,Very High,Staff,Laboratory Technician,Very High,Married,2544,7102,0,No,18,Excellent,Low,1,8,3,Better,7,7,7,7
51.0,No,Travel_Rarely,Sales,14.0,College,Life Sciences,High,Female,High,Officer,Sales Executive,Very High,Married,4936,14862,4,No,11,Excellent,High,1,18,2,Good,7,7,0,7
39.0,No,Travel_Rarely,Research & Development,10.0,Below College,Medical,High,Male,High,Manager,Manager,Low,Married,17068,5355,1,Yes,14,Excellent,Very High,0,21,3,Better,21,9,11,10
36.0,No,Non-Travel,Sales,10.0,Master,Medical,Medium,Male,High,Assistant Manager,Sales Executive,Very High,Single,9980,15318,1,No,14,Excellent,Very High,0,10,3,Good,10,3,9,7
32.0,No,Travel_Rarely,Sales,8.0,College,Technical Degree,High,Female,Medium,Officer,Sales Executive,Medium,Married,5228,24624,1,Yes,11,Excellent,Very High,0,13,2,Better,13,12,11,9
56.0,No,Travel_Frequently,Research & Development,9.0,Bachelor,Medical,Low,Female,High,Staff,Research Scientist,High,Married,2942,12154,2,No,19,Excellent,Medium,1,18,4,Better,5,4,0,3
57.0,No,Travel_Rarely,Research & Development,1.0,College,Life Sciences,Medium,Male,Very High,Officer,Research Scientist,High,Married,4900,2721,0,No,24,Outstanding,Low,1,13,2,Good,12,9,2,8
57.0,No,Travel_Rarely,Sales,29.0,Bachelor,Marketing,Low,Male,Medium,Manager,Manager,Very High,Divorced,14118,22102,3,No,12,Excellent,High,1,32,3,Good,1,0,0,0
40.0,No,Travel_Rarely,Research & Development,2.0,Below College,Medical,Very High,Female,Medium,Staff,Research Scientist,Very High,Single,2342,22929,0,Yes,20,Outstanding,Very High,0,5,2,Good,4,2,2,3
23.0,Yes,Travel_Frequently,Sales,9.0,Bachelor,Marketing,Very High,Male,High,Staff,Sales Representative,Low,Married,1790,26956,1,No,19,Excellent,Low,1,1,3,Good,1,0,1,0
53.0,No,Travel_Rarely,Research & Development,24.0,Master,Medical,Medium,Male,Very High,Assistant Manager,Healthcare Representative,Very High,Married,7005,3458,3,No,15,Excellent,High,0,11,2,Better,4,3,1,2
38.0,No,Travel_Frequently,Research & Development,2.0,Bachelor,Medical,Very High,Female,Medium,Staff,Laboratory Technician,Medium,Single,2440,23826,1,No,22,Outstanding,Medium,0,4,3,Better,4,3,3,3
36.0,No,Travel_Rarely,Human Resources,13.0,Bachelor,Human Resources,High,Male,High,Staff,Human Resources,Medium,Married,2143,25527,4,No,13,Excellent,Medium,1,8,2,Better,5,2,0,4
29.0,No,Travel_Frequently,Sales,1.0,Below College,Medical,Medium,Female,High,Assistant Manager,Sales Executive,Very High,Married,7918,6599,1,No,14,Excellent,Very High,1,11,5,Better,11,10,4,1
38.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Medical,Medium,Female,Low,Assistant Manager,Research Director,High,Married,13206,3376,3,No,12,Excellent,Low,1,20,3,Better,18,16,1,11
47.0,No,Travel_Rarely,Research & Development,25.0,Bachelor,Medical,Low,Male,High,Assistant Manager,Healthcare Representative,High,Single,8633,13084,2,No,23,Outstanding,Medium,0,25,3,Better,17,14,12,11
32.0,Yes,Travel_Rarely,Research & Development,7.0,College,Life Sciences,Very High,Male,High,Officer,Laboratory Technician,High,Married,4883,22845,1,No,18,Excellent,Low,1,10,3,Better,10,4,1,1
37.0,No,Travel_Rarely,Research & Development,18.0,Doctor,Life Sciences,Medium,Male,Very High,Officer,Research Scientist,Low,Married,5208,26312,1,No,11,Excellent,Very High,0,16,2,Better,16,15,1,10
36.0,No,Travel_Frequently,Research & Development,11.0,Bachelor,Life Sciences,Medium,Male,Medium,Officer,Manufacturing Director,Medium,Single,6499,22656,1,No,13,Excellent,High,0,6,3,Better,6,5,0,3
49.0,Yes,Travel_Frequently,Research & Development,28.0,College,Life Sciences,Low,Male,Medium,Officer,Laboratory Technician,Low,Single,4284,22710,3,No,20,Outstanding,Low,0,20,2,Better,4,3,1,3
34.0,No,Travel_Rarely,Research & Development,2.0,Master,Medical,High,Female,Medium,Staff,Research Scientist,Low,Single,4381,7530,1,No,11,Excellent,High,0,6,3,Better,6,5,1,3
39.0,No,Travel_Rarely,Research & Development,18.0,College,Life Sciences,Low,Male,High,Officer,Manufacturing Director,High,Single,4534,13352,0,No,11,Excellent,Low,0,9,6,Better,8,7,1,7
30.0,No,Non-Travel,Research & Development,1.0,Below College,Life Sciences,High,Male,Medium,Assistant Manager,Manufacturing Director,High,Single,8474,20925,1,No,22,Outstanding,High,0,12,2,Better,11,8,5,8
51.0,No,Travel_Frequently,Sales,2.0,Bachelor,Marketing,Medium,Male,High,Assistant Manager,Sales Executive,Medium,Married,10596,15395,2,No,11,Excellent,Medium,0,14,5,Better,4,2,3,2
37.0,No,Travel_Rarely,Research & Development,6.0,Below College,Life Sciences,High,Male,High,Staff,Research Scientist,High,Married,3506,6020,0,Yes,14,Excellent,Very High,0,4,3,Better,3,2,2,2
60.0,No,Travel_Rarely,Sales,16.0,Master,Marketing,Low,Male,High,Officer,Sales Executive,Low,Single,5405,11924,8,No,14,Excellent,Very High,0,10,1,Better,2,2,2,2
50.0,Yes,Travel_Frequently,Sales,1.0,Master,Life Sciences,Medium,Male,High,Officer,Sales Executive,High,Divorced,6728,14255,7,No,12,Excellent,Very High,2,12,3,Better,6,3,0,1
45.0,No,Travel_Rarely,Research & Development,28.0,Bachelor,Technical Degree,Very High,Male,High,Staff,Research Scientist,Very High,Married,2132,4585,4,No,20,Outstanding,Very High,1,8,3,Better,5,4,0,3
56.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Life Sciences,Very High,Male,Low,Assistant Manager,Manufacturing Director,Very High,Single,7260,21698,4,No,11,Excellent,Low,0,37,3,Good,6,4,0,2
46.0,No,Travel_Rarely,Research & Development,2.0,College,Life Sciences,Very High,Male,High,Assistant Manager,Manufacturing Director,Very High,Divorced,8578,19989,3,No,14,Excellent,High,1,12,4,Good,9,8,4,7
42.0,No,Travel_Rarely,Research & Development,12.0,Bachelor,Medical,Medium,Male,High,Staff,Laboratory Technician,Medium,Divorced,2766,8952,8,No,22,Outstanding,Medium,3,7,6,Good,5,3,0,4
60.0,No,Travel_Rarely,Research & Development,1.0,Master,Medical,High,Male,Low,Assistant Manager,Healthcare Representative,Very High,Divorced,10883,20467,3,No,20,Outstanding,High,1,19,2,Best,1,0,0,0
37.0,No,Travel_Rarely,Sales,8.0,Below College,Other,High,Male,High,Officer,Sales Executive,Low,Married,4194,14363,1,Yes,18,Excellent,Very High,0,5,3,Better,5,3,0,3
37.0,No,Non-Travel,Human Resources,1.0,College,Life Sciences,High,Male,High,Staff,Human Resources,Very High,Divorced,2706,10494,1,No,15,Excellent,Medium,1,3,2,Better,3,2,2,2
53.0,Yes,Travel_Rarely,Research & Development,2.0,Doctor,Technical Degree,High,Female,Medium,Assistant Manager,Manufacturing Director,Very High,Married,10169,14618,0,No,16,Excellent,Medium,1,34,4,Better,33,7,1,9
39.0,No,Travel_Rarely,Research & Development,9.0,College,Medical,Low,Male,High,Officer,Manufacturing Director,Low,Married,5151,12315,1,No,25,Outstanding,Very High,1,10,3,Better,10,0,7,9
48.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Life Sciences,Very High,Male,Medium,Senior Manager,Research Director,Medium,Married,19665,13583,4,No,12,Excellent,Very High,0,29,3,Better,22,10,12,9
37.0,No,Travel_Rarely,Sales,6.0,Master,Medical,High,Male,High,Officer,Sales Executive,Very High,Married,6502,22825,4,No,14,Excellent,Medium,1,7,5,Best,5,4,0,1
41.0,No,Travel_Frequently,Research & Development,22.0,Bachelor,Life Sciences,Very High,Female,High,Officer,Research Scientist,Very High,Divorced,5467,13953,3,Yes,14,Excellent,Low,2,12,4,Good,6,2,3,3
21.0,No,Non-Travel,Sales,9.0,College,Medical,Low,Male,High,Staff,Sales Representative,Very High,Single,2610,2851,1,No,24,Outstanding,High,0,3,3,Good,3,2,2,2
32.0,No,Travel_Rarely,Sales,13.0,Master,Life Sciences,Medium,Male,High,Officer,Sales Executive,Very High,Divorced,4403,9250,2,No,11,Excellent,High,1,8,3,Good,5,2,0,3
37.0,Yes,Travel_Rarely,Research & Development,2.0,College,Other,Very High,Male,Medium,Staff,Laboratory Technician,High,Single,2090,2396,6,Yes,15,Excellent,Medium,0,7,3,Better,0,0,0,0
59.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Medical,High,Female,Very High,Staff,Laboratory Technician,Low,Married,2670,9964,4,Yes,20,Outstanding,Low,3,12,3,Good,1,0,0,0
45.0,No,Travel_Frequently,Research & Development,7.0,Bachelor,Life Sciences,Low,Male,High,Assistant Manager,Laboratory Technician,Low,Divorced,5210,20308,1,No,18,Excellent,Low,1,24,2,Better,24,9,9,11
37.0,Yes,Travel_Frequently,Research & Development,25.0,Master,Life Sciences,Very High,Female,High,Staff,Research Scientist,Medium,Divorced,2022,16612,1,Yes,19,Excellent,Low,1,10,3,Good,10,2,7,8
36.0,No,Travel_Frequently,Research & Development,8.0,Bachelor,Technical Degree,High,Male,High,Staff,Research Scientist,Medium,Married,3692,9256,1,No,12,Excellent,High,0,12,2,Good,11,10,0,7
41.0,No,Travel_Rarely,Sales,8.0,Bachelor,Life Sciences,High,Male,Medium,Officer,Sales Executive,Medium,Divorced,8938,12227,2,No,11,Excellent,High,1,14,5,Better,5,4,0,4
41.0,No,Travel_Rarely,Sales,6.0,Bachelor,Life Sciences,Very High,Female,High,Assistant Manager,Manager,Very High,Single,13591,14674,3,Yes,18,Excellent,High,0,16,3,Better,1,0,0,0
42.0,No,Travel_Rarely,Research & Development,7.0,Master,Medical,Medium,Female,Very High,Officer,Research Scientist,Medium,Married,2372,5628,6,Yes,16,Excellent,Very High,0,18,2,Better,1,0,0,0
42.0,No,Travel_Rarely,Sales,8.0,Master,Marketing,High,Male,High,Officer,Sales Executive,Medium,Married,6825,21173,0,No,11,Excellent,Very High,1,10,2,Better,9,7,4,2
24.0,No,Non-Travel,Sales,13.0,College,Life Sciences,Very High,Female,High,Staff,Sales Representative,Medium,Married,2033,7103,1,No,13,Excellent,High,1,1,2,Better,1,0,0,0
33.0,Yes,Travel_Rarely,Sales,9.0,Master,Marketing,Low,Female,High,Officer,Sales Executive,Low,Single,8224,18385,0,Yes,17,Excellent,Low,0,6,3,Better,5,2,0,3
43.0,No,Travel_Frequently,Research & Development,1.0,Bachelor,Life Sciences,Very High,Female,High,Officer,Healthcare Representative,Very High,Married,5562,21782,4,No,13,Excellent,Medium,1,12,2,Good,5,2,2,2
37.0,No,Travel_Rarely,Sales,4.0,Below College,Marketing,High,Male,Medium,Officer,Sales Executive,Low,Married,4256,18154,1,No,12,Excellent,Low,0,5,1,Best,5,2,0,3
38.0,No,Travel_Frequently,Research & Development,10.0,Below College,Medical,High,Male,High,Staff,Research Scientist,High,Married,2684,12127,0,No,17,Excellent,Medium,1,3,0,Good,2,1,0,2
33.0,No,Travel_Rarely,Research & Development,8.0,Doctor,Life Sciences,Very High,Male,High,Officer,Healthcare Representative,High,Single,6388,22049,2,Yes,17,Excellent,Low,0,14,6,Better,0,0,0,0
53.0,No,Travel_Rarely,Sales,7.0,College,Marketing,Low,Female,Medium,Assistant Manager,Sales Executive,Very High,Married,10934,20715,7,Yes,18,Excellent,Very High,1,35,3,Better,5,2,0,4
43.0,No,Travel_Frequently,Research & Development,27.0,Bachelor,Life Sciences,High,Female,High,Assistant Manager,Manufacturing Director,Low,Married,10820,11535,8,No,11,Excellent,High,1,18,1,Better,8,7,0,1
42.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Medical,Very High,Female,Medium,Staff,Laboratory Technician,Low,Divorced,2593,8007,0,Yes,11,Excellent,High,1,10,4,Better,9,6,7,8
53.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Other,High,Female,High,Senior Manager,Manager,High,Divorced,19094,10735,4,No,11,Excellent,Very High,1,26,3,Good,14,13,4,8
29.0,Yes,Travel_Rarely,Research & Development,8.0,Master,Other,Medium,Male,Low,Staff,Laboratory Technician,Low,Married,2119,4759,1,Yes,11,Excellent,Very High,0,7,4,Good,7,7,0,7
29.0,No,Travel_Rarely,Research & Development,27.0,Bachelor,Medical,Medium,Female,High,Officer,Healthcare Representative,High,Married,4335,25549,4,No,12,Excellent,Low,1,11,3,Good,8,7,1,1
37.0,No,Travel_Rarely,Research & Development,19.0,College,Life Sciences,Medium,Male,High,Staff,Research Scientist,Medium,Married,3022,10227,4,No,21,Outstanding,Low,0,8,1,Better,1,0,0,0
50.0,No,Travel_Frequently,Research & Development,1.0,Bachelor,Life Sciences,Low,Female,High,Senior Manager,Research Director,Medium,Married,18172,9755,3,Yes,19,Excellent,Low,0,28,1,Good,8,3,0,7
29.0,No,Non-Travel,Sales,2.0,Bachelor,Life Sciences,Very High,Male,High,Officer,Sales Executive,High,Married,4649,16928,1,No,14,Excellent,Low,1,4,3,Good,4,3,0,2
33.0,No,Travel_Frequently,Research & Development,1.0,College,Life Sciences,Low,Female,High,Assistant Manager,Research Director,Very High,Single,13458,15146,1,Yes,12,Excellent,High,0,15,1,Better,15,14,8,12
55.0,No,Non-Travel,Research & Development,2.0,Below College,Medical,High,Male,Medium,Manager,Manager,Low,Single,16756,17323,7,No,15,Excellent,Medium,0,31,3,Best,9,7,6,2
51.0,No,Travel_Rarely,Research & Development,8.0,Master,Life Sciences,Medium,Male,Medium,Assistant Manager,Research Director,Medium,Married,12490,15736,5,No,16,Excellent,Very High,2,16,5,Bad,10,9,4,7
30.0,No,Travel_Frequently,Research & Development,23.0,Bachelor,Life Sciences,Low,Male,Low,Staff,Research Scientist,High,Divorced,2613,22310,1,No,25,Outstanding,High,3,10,2,Good,10,7,0,9
49.0,No,Travel_Rarely,Research & Development,4.0,College,Medical,Low,Male,Medium,Senior Manager,Manager,High,Married,18711,12124,2,No,13,Excellent,High,1,23,2,Best,1,0,0,0
47.0,No,Travel_Frequently,Research & Development,16.0,Master,Medical,High,Male,Very High,Officer,Manufacturing Director,High,Divorced,5067,6759,1,Yes,19,Excellent,High,0,20,3,Best,19,10,2,7
31.0,No,Travel_Rarely,Research & Development,1.0,Master,Medical,High,Male,High,Staff,Research Scientist,Medium,Single,2501,18775,1,No,17,Excellent,Medium,0,1,4,Better,1,1,1,0
47.0,No,Travel_Rarely,Research & Development,9.0,Master,Life Sciences,Medium,Female,High,Staff,Laboratory Technician,High,Single,2105,5411,4,No,12,Excellent,High,0,7,2,Better,2,2,2,0
58.0,No,Travel_Rarely,Research & Development,23.0,Master,Life Sciences,Low,Male,High,Staff,Research Scientist,High,Divorced,2372,26076,1,No,12,Excellent,Very High,2,2,3,Better,2,2,2,2
41.0,Yes,Travel_Rarely,Research & Development,12.0,Bachelor,Technical Degree,Medium,Female,High,Senior Manager,Research Director,High,Married,19545,16280,1,No,12,Excellent,Very High,0,23,0,Better,22,15,15,8
29.0,No,Travel_Rarely,Research & Development,28.0,Master,Medical,Very High,Female,Medium,Staff,Research Scientist,Low,Single,3785,8489,1,No,14,Excellent,Medium,0,5,3,Bad,5,4,0,4
50.0,No,Travel_Rarely,Research & Development,28.0,Below College,Medical,Very High,Male,Very High,Staff,Laboratory Technician,High,Married,3221,3297,1,Yes,11,Excellent,High,3,20,3,Better,20,8,3,8
32.0,No,Travel_Rarely,Research & Development,29.0,Master,Life Sciences,High,Female,Medium,Staff,Laboratory Technician,Medium,Single,2837,15919,1,No,13,Excellent,High,0,6,3,Better,6,2,4,1
44.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Medical,Medium,Female,High,Senior Manager,Research Director,Very High,Divorced,19049,3549,0,Yes,14,Excellent,Very High,1,23,4,Good,22,7,1,10
38.0,No,Travel_Rarely,Human Resources,1.0,Bachelor,Human Resources,High,Male,Very High,Staff,Human Resources,High,Married,2844,6004,1,No,13,Excellent,Very High,1,7,2,Best,7,6,5,0
37.0,Yes,Travel_Frequently,Research & Development,2.0,Bachelor,Life Sciences,Low,Male,High,Staff,Research Scientist,Low,Married,2042,15346,6,Yes,14,Excellent,Medium,1,6,2,Better,3,2,1,2
40.0,No,Travel_Frequently,Sales,8.0,Master,Life Sciences,Very High,Male,Medium,Assistant Manager,Sales Executive,Low,Married,10475,23772,5,Yes,21,Outstanding,High,1,20,2,Better,18,13,1,12
45.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Life Sciences,Medium,Female,Medium,Staff,Research Scientist,High,Single,2274,6153,1,No,14,Excellent,Very High,0,1,3,Better,1,0,0,0
46.0,No,Travel_Frequently,Research & Development,18.0,Below College,Medical,Low,Female,High,Assistant Manager,Healthcare Representative,High,Married,10527,8984,5,No,11,Excellent,Very High,0,28,3,Good,2,2,1,2
37.0,Yes,Non-Travel,Research & Development,24.0,College,Technical Degree,Medium,Male,Medium,Assistant Manager,Healthcare Representative,Low,Single,8722,12355,1,No,12,Excellent,Low,0,10,2,Good,10,7,1,9
34.0,No,Travel_Rarely,Research & Development,2.0,Master,Medical,Very High,Male,Very High,Staff,Research Scientist,Very High,Married,2932,5586,0,Yes,14,Excellent,Low,3,6,3,Better,5,0,1,2
55.0,No,Travel_Frequently,Research & Development,18.0,Master,Medical,High,Male,High,Officer,Healthcare Representative,Medium,Married,6385,12992,3,Yes,14,Excellent,Very High,2,17,3,Better,8,7,6,7
19.0,No,Travel_Rarely,Research & Development,25.0,Bachelor,Life Sciences,Medium,Female,Very High,Staff,Research Scientist,Very High,Single,2994,21221,1,Yes,12,Excellent,Very High,0,1,2,Better,1,0,0,1
32.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,Low,Male,High,Officer,Manufacturing Director,Very High,Married,6162,10877,1,Yes,22,Outstanding,Medium,1,9,3,Better,9,8,7,8
40.0,No,Non-Travel,Research & Development,9.0,Master,Other,High,Male,High,Officer,Laboratory Technician,High,Divorced,3975,23099,3,No,11,Excellent,High,2,11,2,Best,8,7,0,7
30.0,No,Travel_Rarely,Sales,4.0,College,Medical,High,Female,Medium,Officer,Sales Executive,Medium,Divorced,5209,19760,1,Yes,12,Excellent,Medium,3,11,4,Good,11,8,2,7
22.0,Yes,Travel_Rarely,Research & Development,8.0,Below College,Life Sciences,Medium,Female,High,Officer,Manufacturing Director,High,Married,4171,10022,0,Yes,19,Excellent,Low,1,4,3,Best,3,2,0,2
48.0,No,Travel_Rarely,Research & Development,20.0,Master,Medical,Very High,Male,High,Staff,Research Scientist,High,Married,2259,5543,4,No,17,Excellent,Low,2,13,2,Good,0,0,0,0
45.0,No,Non-Travel,Research & Development,2.0,College,Medical,Low,Male,Medium,Manager,Manager,Very High,Married,16792,20462,9,No,23,Outstanding,Very High,1,22,1,Better,20,8,11,8
53.0,No,Travel_Rarely,Research & Development,8.0,Master,Medical,High,Male,High,Manager,Research Director,High,Married,17584,21016,3,Yes,16,Excellent,Very High,3,21,5,Good,5,3,1,3
36.0,No,Travel_Frequently,Sales,8.0,Master,Medical,Low,Male,Medium,Assistant Manager,Sales Executive,Very High,Married,9699,7246,4,No,11,Excellent,Low,1,16,2,Better,13,9,1,12
29.0,No,Travel_Frequently,Research & Development,1.0,Master,Life Sciences,Medium,Male,Low,Staff,Research Scientist,Very High,Divorced,2720,18959,1,No,18,Excellent,Very High,1,10,5,Better,10,7,2,8
